"","weatherCloudCover","weatherVisibillity","weatherWindBearing","weatherWindSpeed","weatherHumidity","weatherDewPoint","weatherApparentTemperature","weatherTemperature","weatherPrecip","weatherPrecipType","weatherIcon","weatherSummary","weatherPressure","weatherOzone","weatherLat","weatherLong"
"598",0.03,9.87,109,9.42,0.68,31.56,35.43,41.25,0,NA,"clear-day","Clear",1028.85,397.88,45.07,-83.57
"599",0.93,10,109,7.58,0.49,30.58,45.37,48.71,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.74,383.31,42.22,-83.75
"600",0.51,10,143,5.45,0.44,29.72,51.1,51.1,0,NA,"partly-cloudy-day","Partly Cloudy",1027.64,376.57,42.3,-85.23
"601",0.49,9.97,18,6.2,0.54,33.5,46.64,49.22,0,NA,"partly-cloudy-day","Partly Cloudy",1027.2,368.77,42.13,-86.43
"602",0.8,10,127,8.08,0.56,27.66,37.28,42.25,0,NA,"partly-cloudy-day","Mostly Cloudy",1029.55,393.92,46.25,-84.47
"603",0.92,9.85,224,3.78,0.5,32.59,50.7,50.7,0,NA,"partly-cloudy-day","Mostly Cloudy",1027.73,372.7,43.07,-85.95
"604",0.62,6.93,180,8.29,0.71,31.2,34.29,39.87,0,NA,"partly-cloudy-day","Mostly Cloudy",1025.84,370.41,47.47,-87.85
"605",0.78,10,107,8.06,0.51,29.63,43.06,46.98,0,NA,"partly-cloudy-day","Mostly Cloudy",1029.57,385.08,42.42,-83.02
"606",0.64,10,108,8.29,0.5,30.55,44.53,48.26,0,NA,"partly-cloudy-day","Mostly Cloudy",1029.13,384.19,42.23,-83.33
"607",0.85,9.35,167,6.7,0.88,33.9,31.95,37.2,0,NA,"partly-cloudy-day","Mostly Cloudy",1027.94,370.69,45.73,-87.08
"608",0.85,10,157,6.49,0.48,31.81,50.5,50.5,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.81,384.63,42.97,-83.75
"609",0.53,10,139,3.33,0.46,32.26,52.31,52.31,0,NA,"partly-cloudy-day","Partly Cloudy",1027.69,375.08,42.88,-85.52
"610",0.37,9.7,122,8.26,0.7,33.95,38.01,42.92,0,NA,"partly-cloudy-day","Partly Cloudy",1026.19,366.28,47.17,-88.5
"611",0.66,9.92,120,9.99,0.71,30.6,32.51,39.08,0,NA,"partly-cloudy-day","Mostly Cloudy",1030.37,395.88,43.83,-82.53
"612",0.93,10,164,4.47,0.55,30.95,44.1,46.18,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.64,387.43,44.37,-84.68
"613",1,8.27,148,9.03,0.92,35.05,30.53,37.11,0,NA,"cloudy","Overcast",1026.78,363.7,45.82,-88.12
"614",0.12,8.77,161,8.46,0.67,35.8,42.03,46.28,0,NA,"clear-day","Clear",1023.6,359.25,46.53,-90.13
"615",0.44,10,121,6.41,0.43,29.95,51.44,51.44,0,NA,"partly-cloudy-day","Partly Cloudy",1028.12,380.53,42.27,-84.47
"616",0.85,10,130,4.27,0.45,31.47,52.16,52.16,0,NA,"partly-cloudy-day","Mostly Cloudy",1027.43,374.56,42.23,-85.55
"617",0.87,10,159,4.76,0.49,33.08,51.76,51.76,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.16,380.17,42.77,-84.6
"618",0.66,9.94,246,6.08,0.65,33.71,41.48,44.85,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.42,374.54,44.27,-86.25
"619",0.77,7.69,148,6.76,0.76,34.62,37.41,41.77,0,NA,"partly-cloudy-day","Mostly Cloudy",1026.04,367.6,46.88,-87.95
"620",1,8.59,160,9.42,0.9,34.63,30.41,37.18,0,NA,"cloudy","Overcast",1028.05,365.38,45.12,-87.63
"621",0.64,9.84,232,3.91,0.58,32.73,45.38,46.91,0,NA,"partly-cloudy-day","Mostly Cloudy",1029.37,370.94,43.17,-86.25
"622",0.89,9.94,102,5.26,0.55,27.95,39.79,42.98,0,NA,"partly-cloudy-day","Mostly Cloudy",1029.01,390.04,45.57,-84.8
"623",0.8,10,126,6.62,0.47,28.77,45.3,48.28,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.99,384.93,42.67,-83.42
"624",0.76,10,150,6.05,0.51,33.5,51.11,51.11,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.81,385.04,43.53,-84.08
"625",0.08,10,133,6.68,0.64,31.41,38.44,42.59,0,NA,"clear-day","Clear",1029.46,395.15,46.47,-84.37
"626",1,9.21,175,9.04,0.89,34.84,31.36,37.79,0,NA,"cloudy","Overcast",1026.36,368.8,46.35,-87.4
"627",0.52,10,133,7.72,0.52,29.73,42.68,46.54,0,NA,"partly-cloudy-day","Partly Cloudy",1029.81,386.04,42.62,-82.83
"628",0.61,9.55,117,8.15,0.77,30.76,31.34,37.4,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.96,380.55,45.92,-85.92
"629",0.36,10,160,2.37,0.49,29.21,47.57,47.57,0,NA,"partly-cloudy-day","Partly Cloudy",1028.28,382.37,44.73,-85.58
"630",0.5,9.86,117,8.47,0.66,33.45,39.43,44.15,0,NA,"partly-cloudy-day","Partly Cloudy",1029.25,396.04,44.45,-83.4
"631",0.78,10,109,8.51,0.5,31.26,45.53,49.16,0,NA,"partly-cloudy-day","Mostly Cloudy",1028.93,383.87,42.23,-83.53
"632",0.01,10,200,13.73,0.3,34.26,67.06,67.06,0,NA,"clear-day","Clear",1017.67,336.13,43.68,-93.37
"633",0.01,10,96,11.82,0.4,34.73,59.05,59.05,0,NA,"clear-day","Clear",1017.05,340.25,45.87,-95.38
"634",0,10,112,8.2,0.49,33.72,52.56,52.56,0,NA,"clear-day","Clear",1019.31,352.41,47.5,-94.93
"635",0.02,9.26,96,9.54,0.45,34.77,56.01,56.01,0,NA,"clear-day","Clear",1018.71,348.79,46.4,-94.13
"636",0.01,10,123,8.71,0.38,32.71,58.07,58.07,0,NA,"clear-day","Clear",1017.86,343.83,46.82,-95.88
"637",0.43,8.05,102,8.55,0.75,39.36,42.64,46.8,0,NA,"partly-cloudy-day","Partly Cloudy",1022.9,356.16,46.83,-92.18
"638",0.07,9.88,132,8.87,0.59,34.02,43.64,47.73,0,NA,"clear-day","Clear",1022.61,360.42,47.9,-91.82
"639",0.05,10,206,10.82,0.28,33.47,67.83,67.83,0,NA,"clear-day","Clear",1016.32,333.94,43.65,-94.42
"640",0.01,10,112,11.17,0.4,34.56,58.68,58.68,0,NA,"clear-day","Clear",1017.19,340.45,46.3,-96.07
"641",0.01,9.35,137,11.07,0.46,32.21,52.26,52.26,0,NA,"clear-day","Clear",1021.25,354.55,47.22,-93.52
"642",0.06,9.94,125,9.7,0.58,35.75,50.13,50.13,0,NA,"clear-day","Clear",1021.36,356.24,47.38,-92.85
"643",0.03,10,136,6.91,0.49,32.55,50.89,50.89,0,NA,"clear-day","Clear",1021.32,360.9,48.57,-93.38
"644",0.01,10,90,8.21,0.33,34.15,64.02,64.02,0,NA,"clear-day","Clear",1016.64,339.1,45.13,-94.52
"645",0.01,10,196,8.98,0.31,35.2,66.62,66.62,0,NA,"clear-day","Clear",1016.78,336.82,44.22,-93.92
"646",0.06,10,93,5.29,0.38,37.02,63.39,63.39,0,NA,"clear-day","Clear",1015.54,333.2,44.45,-95.82
"647",0.01,9.08,151,5.57,0.32,34.59,64.83,64.83,0,NA,"clear-day","Clear",1017.51,340.39,44.83,-93.47
"648",0.01,10,125,6.88,0.33,34.55,63.88,63.88,0,NA,"clear-day","Clear",1017.84,342.02,45.07,-93.38
"649",0.01,10,148,6.98,0.32,34.41,64.71,64.71,0,NA,"clear-day","Clear",1017.91,341.42,44.88,-93.22
"650",0,10,112,9.31,0.43,33.88,55.94,55.94,0,NA,"clear-day","Clear",1018.57,348.14,46.9,-95.07
"651",0.01,10,89,8.31,0.51,37.47,55.37,55.37,0,NA,"clear-day","Clear",1018.82,349.35,46.6,-94.32
"652",0.04,9.63,103,5.67,0.33,35.17,65.17,65.17,0,NA,"clear-day","Clear",1015.88,335.24,44.55,-95.08
"653",0.01,10,179,14.4,0.37,36.01,62.78,62.78,0,NA,"clear-day","Clear",1019.03,338.77,43.92,-92.5
"654",0.01,10,141,7.68,0.33,34.71,64.29,64.29,0,NA,"clear-day","Clear",1018.21,342.21,44.93,-93.05
"655",0.01,10,105,9.4,0.37,34.89,61.7,61.7,0,NA,"clear-day","Clear",1017.62,342.93,45.55,-94.07
"656",0.01,10,115,11.36,0.44,32.98,54.66,54.66,0,NA,"clear-day","Clear",1018.77,352.16,48.07,-96.18
"657",0.76,7.68,70,10.5,0.81,34.75,33.48,40.04,0,NA,"partly-cloudy-day","Mostly Cloudy",1024.62,361.57,47.58,-90.83
"658",0.01,10,79,6.57,0.65,38.18,46.86,49.56,0,NA,"clear-day","Clear",1019.97,357.77,48.93,-95.35
"659",0.06,9.93,204,8.39,0.35,38.92,67.88,67.88,0,NA,"clear-day","Clear",1015.3,330.63,43.65,-95.58
"660",0.59,10,79,4.08,0.68,55.89,66.86,66.86,0,NA,"partly-cloudy-day","Partly Cloudy",1019.48,307.5,33.65,-88.45
"661",0.69,10,89,3.53,0.71,54.78,64.22,64.22,0.003,NA,"partly-cloudy-day","Mostly Cloudy",1019.71,306.38,33.45,-88.58
"662",0.96,10,28,7.74,0.6,50.51,64.96,64.96,0,NA,"cloudy","Overcast",1018.57,314.22,33.48,-90.98
"663",0.83,10,7,1.97,0.59,51.96,66.56,66.56,0,NA,"partly-cloudy-day","Mostly Cloudy",1018.43,310.55,33.5,-90.08
"664",0.87,8.14,90,7.51,0.94,62.62,64.49,64.49,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.65,292.32,30.4,-89.07
"665",0.98,7.9,121,3.18,0.9,60.86,63.76,63.76,0,NA,"cloudy","Overcast",1016.9,294.37,31.47,-89.33
"666",0.84,9.61,129,5.08,0.85,61.05,65.83,65.83,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.31,301.52,32.32,-90.08
"667",0.98,7.93,80,7.28,0.95,63.85,65.35,65.35,0,NA,"cloudy","Overcast",1018.13,292.45,30.42,-88.92
"668",0.99,9.44,81,4.22,0.93,60.01,61.92,61.92,0,NA,"cloudy","Overcast",1017.04,295.44,31.67,-89.17
"669",0.65,9.29,112,6.92,0.91,63.94,66.57,66.57,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.51,294.58,31.18,-90.47
"670",0.88,9.36,68,2.8,0.81,56.98,62.99,62.99,0.0101,NA,"rain","Light Rain",1019.85,300.77,32.55,-88.57
"671",0.8,9.83,76,4.01,0.89,60.02,63.44,63.44,0.002,NA,"partly-cloudy-day","Mostly Cloudy",1020.21,299.49,32.33,-88.75
"672",0.5,9.47,73,6.17,0.77,62.52,69.97,69.97,0,NA,"partly-cloudy-day","Partly Cloudy",1016.54,298.22,31.62,-91.25
"673",0.7,10,349,2.23,0.58,46.33,61.32,61.32,0,NA,"partly-cloudy-day","Mostly Cloudy",1019,314.63,34.39,-89.54
"674",0.54,10,63,4.51,0.59,47.92,62.57,62.57,0,NA,"partly-cloudy-day","Partly Cloudy",1018.73,311.88,34.27,-88.77
"675",0.01,10,158,5.89,0.33,35.77,65.76,65.76,0,NA,"clear-day","Clear",1021.54,338.35,38.82,-92.22
"676",0.1,10,36,6.9,0.3,32.47,64.18,64.18,0,NA,"clear-day","Clear",1021.87,332.78,37.23,-89.58
"677",0.44,10,102,4.64,0.31,35.47,67.53,67.53,0,NA,"partly-cloudy-day","Partly Cloudy",1022.06,331.79,37.75,-92.13
"678",0.01,10,146,5.39,0.34,36.58,65.84,65.84,0,NA,"clear-day","Clear",1021.58,335.62,38.6,-92.17
"679",0.86,10,173,6.12,0.43,39.4,62.27,62.27,0,NA,"partly-cloudy-day","Mostly Cloudy",1020.88,323.34,37.17,-94.5
"680",0.08,10,172,10.62,0.31,37.63,69.55,69.55,0,NA,"clear-day","Clear",1019.26,340.31,39.32,-94.72
"681",0.01,10,172,8.9,0.31,37.53,69.87,69.87,0,NA,"clear-day","Clear",1019.43,340.09,39.12,-94.6
"682",0,10,164,11.87,0.34,35.57,64.99,64.99,0,NA,"clear-day","Clear",1021.2,338.46,40.1,-92.55
"683",0.29,10,171,6.73,0.45,40.71,62.33,62.33,0,NA,"partly-cloudy-day","Partly Cloudy",1020.85,324.29,37.33,-94.35
"684",0.92,9.82,79,5.54,0.7,47.22,57.02,57.02,0,NA,"partly-cloudy-day","Mostly Cloudy",1020.65,329.52,35.66,-95.36
"685",0.3,10,42,5.59,0.35,37.1,65.33,65.33,0,NA,"partly-cloudy-day","Partly Cloudy",1021.42,333.92,36.77,-90.47
"686",0.01,10,172,8.58,0.36,40.31,68.16,68.16,0,NA,"clear-day","Clear",1019.62,338.03,38.85,-94.55
"687",0,10,164,13.6,0.33,37.39,67.86,67.86,0,NA,"clear-day","Clear",1020.34,336.27,40.25,-93.72
"688",0.63,10,167,5.04,0.39,36.91,61.93,61.93,0,NA,"partly-cloudy-day","Mostly Cloudy",1021.3,326.76,37.23,-93.38
"689",0,10,175,13.86,0.25,35.28,73.27,73.27,0,NA,"clear-day","Clear",1018.08,333.51,40.28,-95.53
"690",0.08,10,130,5.49,0.4,37.86,62.4,62.4,0,NA,"clear-day","Clear",1022.7,340.1,38.75,-90.37
"691",0,10,124,4.27,0.38,37.39,63.43,63.43,0,NA,"clear-day","Clear",1022.51,338.45,38.65,-90.63
"692",0.04,10,113,4.09,0.31,33.71,65.06,65.06,0,NA,"clear-day","Clear",1022.32,333.1,38.13,-91.77
"693",0.95,10,115,4.28,0.36,36.35,63.63,63.63,0,NA,"cloudy","Overcast",1021.74,330.35,37.22,-92.42
"694",0.28,10,95,4.12,0.34,34.22,62.94,62.94,0,NA,"partly-cloudy-day","Partly Cloudy",1021.41,331.66,36.88,-91.9
"695",0.17,10,197,7.93,0.35,38.82,67.72,67.72,0,NA,"clear-day","Clear",1021.04,336.74,38.73,-93.55
"696",0.53,10,285,9.4,0.37,39.54,66.77,66.77,0,NA,"partly-cloudy-day","Partly Cloudy",1007.51,342.83,45.8,-108.53
"697",0.62,9.05,264,6.07,0.77,38.87,42.52,45.71,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.22,349.32,45.78,-111.15
"698",0.31,10,291,14.76,0.24,34.08,73.24,73.24,8e-04,NA,"partly-cloudy-day","Partly Cloudy",1005.09,338.3,45.67,-105.67
"699",0.5,9.7,265,7.99,0.73,36,39.36,43.91,0,NA,"partly-cloudy-day","Partly Cloudy",1012.75,357.54,45.95,-112.5
"700",0.13,10,271,18.62,0.38,29.66,55.12,55.12,0,NA,"clear-day","Clear",1010.18,375.49,48.6,-112.37
"701",0.47,10,252,13.71,0.45,31.42,52.2,52.2,0,NA,"partly-cloudy-day","Partly Cloudy",1012.72,349.99,45.25,-112.55
"702",0.75,9.39,288,8.25,0.61,35.81,44.79,48.46,0.0045,NA,"rain","Drizzle",1013.53,368.34,46.67,-113.15
"703",0.49,10,298,15.51,0.43,39.94,63.02,63.02,0,NA,"partly-cloudy-day","Partly Cloudy",1007.08,348.1,48.22,-106.62
"704",0.12,10,168,16.03,0.22,34.46,76.04,76.04,0,NA,"clear-day","Clear",1005.12,336.29,47.13,-104.8
"705",0.4,9.96,245,12.15,0.64,40,51.79,51.79,0,NA,"partly-cloudy-day","Partly Cloudy",1014.31,366.95,47.48,-111.37
"706",0.64,10,289,11.94,0.67,37.99,43.61,48.54,0,NA,"partly-cloudy-day","Mostly Cloudy",1009.92,350.46,46.43,-109.83
"707",0.82,9.94,252,13.28,0.65,41.11,52.6,52.6,0,NA,"partly-cloudy-day","Mostly Cloudy",1009.94,363.54,48.55,-109.77
"708",0.48,9.92,268,9.23,0.54,35.68,51.73,51.73,0,NA,"partly-cloudy-day","Partly Cloudy",1013.38,363.42,46.6,-112
"709",1,10,314,14.74,0.53,44.28,61.74,61.74,0,NA,"cloudy","Overcast",1007.24,346,47.33,-106.93
"710",0.49,9.81,148,2.6,0.68,37.99,48.23,48.23,0,NA,"partly-cloudy-day","Partly Cloudy",1013.19,382.1,48.3,-114.27
"711",0.9,9.76,299,14.57,0.86,39.26,35.84,43.03,0,NA,"partly-cloudy-day","Mostly Cloudy",1011.08,353.23,47.05,-109.45
"712",0.53,9.99,271,16.56,0.72,37.18,38.62,45.61,0,NA,"partly-cloudy-day","Partly Cloudy",1011.24,346.56,45.7,-110.43
"713",0.36,9.95,255,13.62,0.61,39.08,52.07,52.07,0,NA,"partly-cloudy-day","Partly Cloudy",1012.79,366.66,47.5,-111.18
"714",0.24,10,269,12.93,0.25,33.74,71.33,71.33,0,NA,"clear-day","Clear",1005.38,341.27,46.43,-105.87
"715",0.58,9.99,270,6.07,0.62,38.97,51.73,51.73,0.0047,NA,"rain","Drizzle",1014.52,373.39,46.92,-114.08
"716",0.94,5.85,234,7.27,0.76,37.99,40.96,44.94,0,NA,"cloudy","Overcast",1012.58,341.02,44.57,-112.32
"717",0.18,10,155,20.04,0.19,31.06,75.81,75.81,0,NA,"wind","Breezy",1005.74,336.13,47.72,-104.18
"718",0.81,9.63,267,6.08,0.7,36.32,42.26,45.5,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.4,381.09,47.6,-115.37
"719",1,6.42,228,9.58,0.85,38.57,37.39,42.89,0,NA,"cloudy","Overcast",1012.5,338.33,44.65,-111.1
"720",1,6.17,224,11.13,0.84,38.29,36.57,42.71,0,NA,"cloudy","Overcast",1012.44,338.64,44.68,-111.12
"721",0.61,10,247,13.93,0.28,36.13,70.45,70.45,0.003,NA,"partly-cloudy-day","Mostly Cloudy",1005.53,341.63,48.1,-105.58
"722",0.04,10,118,9.42,0.35,45.13,74.71,74.71,0,NA,"clear-day","Clear",1011.61,327.76,42.58,-99.98
"723",0.5,10,186,6.45,0.21,33.07,75.11,75.11,0,NA,"partly-cloudy-day","Partly Cloudy",1010.02,337.08,42.05,-102.8
"724",0,10,187,14.95,0.29,39.76,74.26,74.26,0,NA,"clear-day","Clear",1016.76,332.97,40.32,-96.75
"725",0,10,186,14.23,0.32,44.46,76.21,76.21,0,NA,"clear-day","Clear",1012.44,330,41.43,-99.65
"726",0.05,10,186,13.89,0.34,45.39,75.62,75.62,0,NA,"clear-day","Clear",1012.61,326.98,41.78,-99.15
"727",0.37,10,203,8.85,0.2,32.96,77.14,77.14,0,NA,"partly-cloudy-day","Partly Cloudy",1009.25,338.02,42.83,-103.08
"728",0.03,10,193,12.59,0.33,44.85,75.89,75.89,0,NA,"clear-day","Clear",1014.17,325.3,41.45,-97.35
"729",0,10,180,13.89,0.34,44.54,74.86,74.86,0,NA,"clear-day","Clear",1012.8,333.67,40.87,-100
"730",0,10,171,12.83,0.27,36.13,72.42,72.42,0,NA,"clear-day","Clear",1018.11,334.32,40.07,-95.58
"731",0,10,194,15.99,0.32,43.08,74.67,74.67,0,NA,"clear-day","Clear",1014.51,330.09,40.97,-98.32
"732",0,10,187,14.61,0.36,44.5,73.07,73.07,0,NA,"clear-day","Clear",1014.81,332.51,40.6,-98.43
"733",0,10,154,12.7,0.27,39.79,76.12,76.12,0,NA,"clear-day","Clear",1011.91,336.12,40.33,-101.39
"734",0,10,168,12.14,0.25,37.27,75.72,75.72,0,NA,"clear-day","Clear",1011.59,337.01,40.53,-101.63
"735",0,10,191,15.87,0.34,43.05,73.31,73.31,0,NA,"clear-day","Clear",1014.01,332.42,40.73,-99
"736",0.03,10,188,16.72,0.28,39.89,75.54,75.54,0,NA,"clear-day","Clear",1016.38,329.46,40.85,-96.75
"737",0,10,167,16.03,0.31,44.52,77.9,77.9,0,NA,"clear-day","Clear",1012.73,335.45,40.22,-100.58
"738",0.13,10,174,10.5,0.29,42.34,76.73,76.73,0,NA,"clear-day","Clear",1010.7,335.25,42.05,-101.05
"739",0.06,10,194,11.86,0.34,44.14,74.04,74.04,0,NA,"clear-day","Clear",1014.5,322.68,41.98,-97.43
"740",0.11,10,185,14.37,0.28,39.11,74.03,74.03,0,NA,"clear-day","Clear",1016.82,326.75,41.37,-96.02
"741",0,10,182,11.02,0.31,43.47,75.99,75.99,0,NA,"clear-day","Clear",1011.82,334.75,41.13,-100.68
"742",0.08,10,152,5.62,0.38,45.84,73.3,73.3,0,NA,"clear-day","Clear",1012.8,322.16,42.47,-98.68
"743",0.07,10,183,13.26,0.28,38.54,73.82,73.82,0,NA,"clear-day","Clear",1017.15,328.19,41.12,-95.92
"744",0.17,10,187,13.72,0.28,39.15,74.65,74.65,0,NA,"clear-day","Clear",1017.03,327.28,41.3,-95.9
"745",0.02,10,199,14.91,0.35,46.44,76.07,76.07,0,NA,"clear-day","Clear",1013.01,327.24,41.62,-98.95
"746",0.05,10,181,5.75,0.22,33.31,75.16,75.16,0,NA,"clear-day","Clear",1010,332,41.87,-103.6
"747",0.27,10,171,7.39,0.31,40.6,73.28,73.28,0,NA,"partly-cloudy-day","Partly Cloudy",1010.72,333.37,41.1,-102.98
"748",0.03,10,121,9.67,0.27,40.22,76.59,76.59,0,NA,"clear-day","Clear",1011.3,331.32,42.87,-100.55
"749",0.82,10,297,3.07,0.48,34.69,54.07,54.07,0.004,NA,"partly-cloudy-day","Mostly Cloudy",1013.51,334.99,39.83,-117.13
"750",0.84,10,255,3.78,0.55,37.68,53.65,53.65,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.16,332.76,39.5,-117.08
"751",0.89,10,249,5.71,0.5,39.98,58.51,58.51,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.84,336.78,40.62,-116.87
"752",0.44,10,200,15.96,0.38,38.59,64.9,64.9,0,NA,"partly-cloudy-day","Partly Cloudy",1014.62,321.57,37.62,-114.52
"753",0.68,10,240,6.84,0.52,37.53,54.82,54.82,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.21,332.48,40.83,-115.78
"754",0.63,9.93,203,9.85,0.54,38.62,55.18,55.18,0.0143,NA,"rain","Drizzle",1013.32,327.01,39.28,-114.85
"755",0.49,9.12,137,3.45,0.66,41,52.14,52.14,0,NA,"partly-cloudy-day","Partly Cloudy",1014.9,329.73,39.5,-115.97
"756",0.52,10,246,4.8,0.36,35.78,63.29,63.29,0,NA,"partly-cloudy-day","Partly Cloudy",1014.22,338.63,39.42,-118.7
"757",0.26,10,263,3,0.37,37.47,64.34,64.34,0,NA,"partly-cloudy-day","Partly Cloudy",1014.38,333.45,38.55,-118.63
"758",0.31,10,166,9.88,0.35,41.39,70.25,70.25,0,NA,"partly-cloudy-day","Partly Cloudy",1014.19,321.11,36.53,-115.57
"759",0.32,10,165,7.65,0.34,41.35,71.2,71.2,0,NA,"partly-cloudy-day","Partly Cloudy",1013.98,320.9,36.57,-115.67
"760",0.23,10,198,10.85,0.31,43.45,76.1,76.1,0,NA,"clear-day","Clear",1014.59,318.71,36.08,-115.17
"761",0.27,10,230,9.79,0.36,33.71,60.61,60.61,0,NA,"partly-cloudy-day","Partly Cloudy",1014.67,341.29,40.1,-118.92
"762",0.16,10,220,12.28,0.34,40.84,70.69,70.69,0,NA,"clear-day","Clear",1013.91,320.46,36.62,-116.02
"763",0.06,10,186,11.9,0.33,44.53,75.96,75.96,0,NA,"clear-day","Clear",1014.59,319.46,36.23,-115.03
"764",0.82,9.88,247,4.4,0.52,33.73,50.85,50.85,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.65,340.4,42.58,-116.17
"765",0.13,10,230,10.59,0.35,32.02,59.45,59.45,0,NA,"clear-day","Clear",1015.97,338.26,39.5,-119.78
"766",0.2,9.97,202,12.39,0.46,38.84,59.96,59.96,0,NA,"clear-day","Clear",1013.52,328.92,38.07,-117.08
"767",0.9,9.77,243,12.21,0.5,31.13,44.12,49.01,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.39,334.62,41.33,-116.25
"768",0.73,10,242,6.9,0.4,32.7,57.02,57.02,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.11,340.25,40.9,-117.8
"769",0.77,10,190,14.69,0.36,33.27,60.26,60.26,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.37,324.23,37.58,-116.08
"770",0.03,10,328,7.71,0.54,29.05,40.68,44.89,0,NA,"clear-day","Clear",1028.18,373.52,44.58,-71.18
"771",0.01,10,315,5.69,0.3,21.56,51.59,51.59,0,NA,"clear-day","Clear",1027.11,361.51,43.2,-71.5
"772",0,10,332,2.99,0.38,25.65,50.44,50.44,0,NA,"clear-day","Clear",1027.19,357.42,42.8,-72
"773",0,9.31,333,4.85,0.33,23.01,51.01,51.01,0,NA,"clear-day","Clear",1027.33,359.4,42.9,-72.27
"774",0.03,10,315,3.18,0.35,23.02,48.95,49.51,0,NA,"clear-day","Clear",1027.41,364.36,43.57,-71.43
"775",0,10,316,5.05,0.34,22.38,48.12,49.94,0,NA,"clear-day","Clear",1027.36,367.67,43.63,-72.3
"776",0.03,8.86,6,4.08,0.31,23.7,53.48,53.48,0,NA,"clear-day","Clear",1027.87,359.15,42.93,-71.43
"777",0.17,10,323,5.11,0.44,9.33,22.92,28.56,0,NA,"clear-day","Clear",1027.87,370.98,44.27,-71.3
"778",0,10,331,3.53,0.32,24.69,53.63,53.63,0,NA,"clear-day","Clear",1027.22,357.95,42.78,-71.52
"779",0.19,8.5,105,7.23,0.46,28.86,45.32,48.54,0,NA,"clear-day","Clear",1027.11,359.64,43.08,-70.82
"780",0.17,10,341,5.22,0.39,20.27,40.7,43.73,0,NA,"clear-day","Clear",1027.58,367.63,44,-71.38
"781",0,10,65,8.81,0.47,32.03,51.63,51.63,0,NA,"clear-day","Clear",1027.51,348.54,39.45,-74.57
"782",0,10,65,3.83,0.36,26.71,53.24,53.24,0,NA,"clear-day","Clear",1027.6,349.02,40.28,-74.28
"783",0,10,43,1.58,0.35,27.91,55.1,55.1,0,NA,"clear-day","Clear",1027.43,349.45,40.87,-74.28
"784",0.02,10,43,6.87,0.38,28.7,53.52,53.52,0,NA,"clear-day","Clear",1027.55,348.9,40.03,-74.35
"785",0,10,25,5.68,0.31,25.33,55.15,55.15,0,NA,"clear-day","Clear",1025.92,349.07,40.02,-74.6
"786",0,10,39,5.2,0.36,28.34,54.91,54.91,0,NA,"clear-day","Clear",1027.46,348.63,39.37,-75.07
"787",0,10,70,2.12,0.35,27.58,54.62,54.62,0,NA,"clear-day","Clear",1027.44,349.44,40.8,-74.42
"788",0.12,10,52,1.98,0.37,28.91,54.46,54.46,0,NA,"clear-day","Clear",1027.49,349.23,40.7,-74.17
"789",0.01,10,67,1.58,0.36,28.37,54.65,54.65,0,NA,"clear-day","Clear",1027.45,349.4,40.85,-74.05
"790",0,10,21,2.7,0.34,27.59,55.71,55.71,0,NA,"clear-day","Clear",1027.54,349.4,40.28,-74.82
"791",0.19,10,312,4.61,0.35,37.26,65.51,65.51,0,NA,"clear-day","Clear",1014.46,327.95,35.05,-106.6
"792",0.1,10,230,5.76,0.58,48.48,63.61,63.61,0,NA,"clear-day","Clear",1015.72,324.1,34.38,-103.32
"793",0,10,75,2.33,0.45,46.96,69.01,69.01,0,NA,"clear-day","Clear",1015.09,318.84,32.33,-104.27
"794",0.03,10,146,4.69,0.32,38,68.81,68.81,0,NA,"clear-day","Clear",1012.31,324.93,36.45,-103.15
"795",0,10,303,10.4,0.37,35.51,62.43,62.43,0,NA,"clear-day","Clear",1014.42,324.34,34.1,-105.68
"796",0.03,10,319,10.55,0.48,38.69,58.22,58.22,0,NA,"clear-day","Clear",1014.81,327.9,36.02,-106.95
"797",0,10,255,1.35,0.36,41.65,70.03,70.03,0,NA,"clear-day","Clear",1015.1,317.98,32.25,-107.7
"798",0,10,281,11.12,0.31,33.82,65.62,65.62,0,NA,"clear-day","Clear",1014.62,327,36.75,-108.23
"799",0.19,10,249,6.22,0.38,37.02,62.77,62.77,0,NA,"clear-day","Clear",1014.97,327.25,35.52,-108.78
